Go.	යන්න.
He really likes science fiction novels a lot.	ඔහු ඇත්තටම විද්‍යා ප්‍රබන්ධ නවකතා වලට ගොඩක් කැමතියි.
He received quite a few letters this morning.	අද උදෑසන ඔහුට ලිපි කිහිපයක් ලැබිණි.
He refuses to become involved in the trouble.	ඔහු කරදරයට සම්බන්ධ වීම ප්‍රතික්ෂේප කරයි.
He sang a medley of Simon and Garfunkel hits.	ඔහු සයිමන් සහ ගාර්ෆන්කල් ගීත එකතුවක් ගායනා කළේය.
He seems to have been poor when he was young.	ඔහු තරුණ වියේදී දුප්පත් බව පෙනේ.
He tried to imagine what the client was like.	ඔහු සේවාදායකයා කෙබඳුදැයි සිතා ගැනීමට උත්සාහ කළේය.
He tried to make his wife happy, but in vain.	ඔහු තම බිරිඳ සතුටු කිරීමට උත්සාහ කළ නමුත් එය නිෂ්ඵල විය.
He uses foul language whenever he gets angry.	තරහ යන හැම වෙලාවකම කුණුහරුප කියනවා.
He was absent from school because of illness.	ඔහු අසනීප නිසා පාසලට ගියේ නැහැ.
He was dropped from the team for using drugs.	මත්ද්‍රව්‍ය භාවිතය නිසා ඔහුව කණ්ඩායමෙන් ඉවත් කළා.
He was seriously injured in the car accident.	ඔහු රිය අනතුරකින් බරපතළ තුවාල ලබා ඇත.
He was very naughty when he was a little boy.	ඔහු කුඩා කාලයේ ඉතා දඟයි.
He will be playing tennis tomorrow afternoon.	ඔහු හෙට සවස ටෙනිස් ක්‍රීඩා කරයි.
He wore a mask so no one would recognize him.	ඔහු වෙස්මුහුණක් පැළඳ සිටියේ කිසිවෙකු ඔහුව හඳුනා නොගන්නා ලෙසයි.
He's always saying bad things about his wife.	ඔහු නිතරම තම බිරිඳ ගැන නරක කතා කියයි.
He's intelligent, but I still don't like him.	ඔහු බුද්ධිමත්, නමුත් මම තවමත් ඔහුට කැමති නැත.
He's likely to pass the entrance examination.	ඔහු ඇතුල්වීමේ විභාගය සමත් වීමට ඉඩ ඇත.
His business in New York was a great success.	නිව් යෝර්ක් හි ඔහුගේ ව්‍යාපාරය ඉතා සාර්ථක විය.
His new book is going to come out next month.	ඔහුගේ අලුත් පොත ලබන මාසයේ එළිදැක්වීමට නියමිතයි.
His rude reply provoked her to slap his face.	ඔහුගේ රළු පිළිතුර ඔහුගේ මුහුණට කම්මුල් පහරක් එල්ල කිරීමට ඇයව පොළඹවා ගත්තේය.
How about stopping the car and taking a rest?	වාහනය නවත්වා විවේකයක් ගන්නේ කෙසේද?
How many different schools have you attended?	ඔබ විවිධ පාසල් කීයකට ගොස් තිබේද?
How many eggs were you able to get yesterday?	ඊයේ ඔබට බිත්තර කීයක් ලබා ගැනීමට හැකි වූවාද?
How many more days are there until Christmas?	නත්තලට තව දවස් කීයක් තියෙනවද?
How many times a year do you go scuba diving?	ඔබ වසරකට කී වතාවක් ස්කූබා කිමිදීමට යනවාද?
How many times has Japan hosted the Olympics?	ජපානය ඔලිම්පික් උළෙල කී වතාවක් සත්කාරකත්වය ලබා දී තිබේද?
How soon will you be able to finish that job?	ඔබට එම කාර්යය කොපමණ ඉක්මනින් අවසන් කිරීමට හැකි වේවිද?
How soon will you be able to finish the task?	ඔබට කොපමණ ඉක්මනින් කාර්යය අවසන් කිරීමට හැකි වේද?
I accepted the offer after due consideration.	නිසි සැලකිල්ලෙන් පසුව මම යෝජනාව පිළිගත්තා.
It's extremely important to explain the danger.	අන්තරාය පැහැදිලි කිරීම අතිශයින්ම වැදගත්ය.
It's hard for me to put my thoughts into words.	මගේ සිතුවිලි වචන වලට පෙරලීම මට අපහසුයි.
It's likely that Tom will be the one who comes.	බොහෝදුරට එන්නේ ටොම් වෙන්න ඇති.
It's not easy writing a love letter in English.	ඉංග්‍රීසියෙන් ආදර ලිපියක් ලියන එක ලේසි නෑ.
John and Mary have known each other since 1976.	ජෝන් සහ මේරි 1976 සිට එකිනෙකා හඳුනති.
Jonas Salk developed the polio vaccine in 1952.	ජෝනාස් සල්ක් 1952 දී පෝලියෝ එන්නත නිපදවන ලදී.
Just between you and me, do you love my sister?	ඔයයි මායි අතරේ ඔයා මගේ නංගිට ආදරෙයිද?
Just tell me what you know about the situation.	තත්වය ගැන ඔබ දන්නා දේ පමණක් මට කියන්න.
Let me show you around the town this afternoon.	මට අද හවස නගරය වටේ පෙන්නන්න දෙන්න.
Let me think about it and I'll get back to you.	මට ඒ ගැන සිතන්න ඉඩ දෙන්න, මම ඔබ වෙත නැවත එන්නම්.
Let's wait here until everybody else goes home.	අපි හැමෝම ගෙදර යනකම් මෙතන ඉමු.
Like it or not, you have to take this medicine.	කැමති වුනත් අකමැති වුනත් මේ බෙහෙත ගන්නම වෙනවා.
Man is the only animal that possesses language.	භාෂාවක් ඇති එකම සත්වයා මිනිසාය.
Many of the students got bored and fell asleep.	බොහෝ සිසුන් කම්මැලි වී නින්දට වැටුණි.
Most people believe that they're above average.	බොහෝ අය විශ්වාස කරන්නේ ඔවුන් සාමාන්‍ය මට්ටමට වඩා වැඩි බවයි.
